S,pi_optimal,V_optimal,pi_early_iteration,V_early_iteration
2634,1462,-1453.626577,1097,-1463.054222
2635,1462,-1453.736577,1097,-1463.164222
2636,1462,-1453.846577,1097,-1463.274222
2637,1462,-1453.956577,1097,-1463.384222
2638,1462,-1454.066577,1097,-1463.494222
2639,1462,-1454.176577,1097,-1463.604222
2640,1462,-1454.286577,1097,-1463.714222
2641,1462,-1454.386577,1097,-1463.814222
2642,1462,-1454.496577,1097,-1463.924222
2643,1462,-1454.606577,1097,-1464.034222
2644,1462,-1454.716577,1097,-1464.144222
2645,1462,-1454.826577,1097,-1464.254222
2646,1462,-1454.936577,1097,-1464.364222
2647,1462,-1455.006577,1097,-1464.434222
2648,1462,-1455.066577,1097,-1464.494222
2649,1462,-1455.116577,1097,-1464.544222
2650,1462,-1455.176577,1097,-1464.604222
2651,1462,-1455.226577,1097,-1464.654222
2652,1462,-1455.286577,1097,-1464.714222
2653,1462,-1455.336577,1097,-1464.764222
2654,1462,-1455.386577,1097,-1464.814222
2655,1462,-1455.446577,1097,-1464.874222
2656,1462,-1455.496577,1097,-1464.924222
2657,1462,-1455.556577,1097,-1464.984222
2658,1462,-1455.606577,1097,-1465.034222
2659,1462,-1455.666577,1097,-1465.094222
2660,1462,-1455.716577,1097,-1465.144222
2661,1462,-1455.776577,1097,-1465.204222
2662,1462,-1455.826577,1097,-1465.254222
2663,1462,-1455.886577,1097,-1465.314222
2664,1462,-1455.936577,1097,-1465.364222
2665,1462,-1455.996577,1097,-1465.424222
2666,1462,-1456.046577,1097,-1465.474222
2667,1462,-1456.106577,1097,-1465.534222
2668,1462,-1456.156577,1097,-1465.584222
2669,1462,-1456.216577,1097,-1465.644222
2670,1462,-1456.266577,1097,-1465.694222
2671,1462,-1456.326577,1097,-1465.754222
2672,1462,-1456.376577,1097,-1465.804222
2673,1462,-1456.436577,1097,-1465.864222
2674,1462,-1456.486577,1097,-1465.914222
2675,1462,-1456.546577,1097,-1465.974222
2676,1462,-1456.596577,1097,-1466.024222
2677,1462,-1456.646577,1097,-1466.074222
2678,1462,-1456.706577,1097,-1466.134222
2679,1462,-1456.756577,1097,-1466.184222
2680,1462,-1456.816577,1097,-1466.244222
2681,1462,-1456.866577,1097,-1466.294222
2682,1462,-1456.926577,1097,-1466.354222
2683,1462,-1456.976577,1097,-1466.404222
2684,1462,-1457.036577,1097,-1466.464222
2685,1462,-1457.086577,1097,-1466.514222
2686,1462,-1457.146577,1097,-1466.574222
2687,1462,-1457.196577,1097,-1466.624222
2688,1462,-1457.256577,1097,-1466.684222
2689,1462,-1457.306577,1097,-1466.734222
2690,1462,-1457.366577,1097,-1466.794222
2691,1462,-1457.416577,1097,-1466.844222
2692,1462,-1457.476577,1097,-1466.904222
2693,1462,-1457.526577,1097,-1466.954222
2694,1462,-1457.586577,1097,-1467.014222
2695,1462,-1457.636577,1097,-1467.064222
2696,1462,-1457.696577,1097,-1467.124222
2697,1462,-1457.746577,1097,-1467.174222
2698,1462,-1457.806577,1097,-1467.234222
2699,1462,-1457.856577,1097,-1467.284222
2700,1462,-1457.916577,1097,-1467.344222
2701,1462,-1457.966577,1097,-1467.394222
2702,1462,-1458.016577,1097,-1467.444222
2703,1462,-1458.076577,1097,-1467.504222
2704,1462,-1458.126577,1097,-1467.554222
2705,1462,-1458.186577,1097,-1467.614222
2706,1462,-1458.236577,1097,-1467.664222
2707,1462,-1458.296577,1097,-1467.724222
2708,1462,-1458.346577,1097,-1467.774222
2709,1462,-1458.406577,1097,-1467.834222
2710,1462,-1458.456577,1097,-1467.884222
2711,1462,-1458.516577,1097,-1467.944222
2712,1462,-1458.566577,1097,-1467.994222
2713,1462,-1458.626577,1097,-1468.054222
2714,1462,-1458.676577,1097,-1468.104222
2715,1462,-1458.736577,1097,-1468.164222
2716,1462,-1458.786577,1097,-1468.214222
2717,1462,-1458.846577,1097,-1468.274222
2718,1462,-1458.896577,1097,-1468.324222
2719,1462,-1458.956577,1097,-1468.384222
2720,1462,-1459.006577,1097,-1468.434222
2721,1462,-1459.066577,1097,-1468.494222
2722,1462,-1459.116577,1097,-1468.544222
2723,1462,-1459.176577,1097,-1468.604222
2724,1462,-1459.226577,1097,-1468.654222
2725,1462,-1459.286577,1097,-1468.714222
2726,1462,-1459.336577,1097,-1468.764222
2727,1462,-1459.386577,1097,-1468.814222
2728,1462,-1459.446577,1097,-1468.874222
2729,1462,-1459.496577,1097,-1468.924222
2730,1462,-1459.556577,1097,-1468.984222
2731,1462,-1459.606577,1097,-1469.034222
2732,1462,-1459.666577,1097,-1469.094222
2733,1462,-1459.716577,1097,-1469.144222
2734,1462,-1459.776577,1097,-1469.204222
2735,1462,-1459.826577,1097,-1469.254222
2736,1462,-1459.886577,1097,-1469.314222
2737,1462,-1459.936577,1097,-1469.364222
2738,1462,-1459.996577,1097,-1469.424222
2739,1462,-1460.046577,1097,-1469.474222
2740,1462,-1460.106577,1097,-1469.534222
2741,1462,-1460.156577,1097,-1469.584222
2742,1462,-1460.216577,1097,-1469.644222
2743,1462,-1460.266577,1097,-1469.694222
2744,1462,-1460.326577,1097,-1469.754222
2745,1462,-1460.376577,1097,-1469.804222
2746,1462,-1460.436577,1097,-1469.864222
2747,1462,-1460.486577,1097,-1469.914222
2748,1462,-1460.546577,1097,-1469.974222
2749,1462,-1460.596577,1097,-1470.024222
2750,1462,-1460.646577,1097,-1470.074222
2751,1462,-1460.706577,1097,-1470.134222
2752,1462,-1460.756577,1097,-1470.184222
2753,1462,-1460.816577,1097,-1470.244222
2754,1462,-1460.866577,1097,-1470.294222
2755,1462,-1460.926577,1097,-1470.354222
2756,1462,-1460.976577,1097,-1470.404222
2757,1462,-1461.036577,1097,-1470.464222
2758,1462,-1461.086577,1097,-1470.514222
2759,1462,-1461.146577,1097,-1470.574222
2760,1462,-1461.196577,1097,-1470.624222
2761,1462,-1461.256577,1097,-1470.684222
2762,1462,-1461.306577,1097,-1470.734222
2763,1462,-1461.366577,1097,-1470.794222
2764,1462,-1461.416577,1097,-1470.844222
2765,1462,-1461.476577,1097,-1470.904222
2766,1462,-1461.526577,1097,-1470.954222
2767,1462,-1461.586577,1097,-1471.014222
2768,1462,-1461.636577,1097,-1471.064222
2769,1462,-1461.696577,1097,-1471.124222
2770,1462,-1461.746577,1097,-1471.174222
2771,1462,-1461.806577,1097,-1471.234222
2772,1462,-1461.856577,1097,-1471.284222
2773,1462,-1461.916577,1097,-1471.344222
2774,1462,-1461.966577,1097,-1471.394222
2775,1462,-1462.016577,1097,-1471.444222
2776,1462,-1462.076577,1097,-1471.504222
2777,1462,-1462.126577,1097,-1471.554222
2778,1462,-1462.186577,1097,-1471.614222
2779,1462,-1462.236577,1097,-1471.664222
2780,1462,-1462.296577,1097,-1471.724222
2781,1462,-1462.346577,1097,-1471.774222
2782,1462,-1462.406577,1097,-1471.834222
2783,1462,-1462.456577,1097,-1471.884222
2784,1462,-1462.516577,1097,-1471.944222
2785,1462,-1462.566577,1097,-1471.994222
2786,1462,-1462.626577,1097,-1472.054222
2787,1462,-1462.676577,1097,-1472.104222
2788,1462,-1462.736577,1097,-1472.164222
2789,1462,-1462.786577,1097,-1472.214222
2790,1462,-1462.846577,1097,-1472.274222
2791,1462,-1462.896577,1097,-1472.324222
2792,1462,-1462.956577,1097,-1472.384222
2793,1462,-1463.006577,1097,-1472.434222
2794,1462,-1463.066577,1097,-1472.494222
2795,1462,-1463.116577,1097,-1472.544222
2796,1462,-1463.176577,1097,-1472.604222
2797,1462,-1463.226577,1097,-1472.654222
2798,1462,-1463.286577,1097,-1472.714222
2799,1462,-1463.336577,1097,-1472.764222
2800,1462,-1463.386577,1097,-1472.814222
2801,1462,-1463.446577,1097,-1472.874222
2802,1462,-1463.496577,1097,-1472.924222
2803,1462,-1463.556577,1097,-1472.984222
2804,1462,-1463.606577,1097,-1473.034222
2805,1462,-1463.666577,1097,-1473.094222
2806,1462,-1463.716577,1097,-1473.144222
2807,1462,-1463.776577,1097,-1473.204222
2808,1462,-1463.826577,1097,-1473.254222
2809,1462,-1463.886577,1097,-1473.314222
2810,1462,-1463.936577,1097,-1473.364222
2811,1462,-1463.996577,1097,-1473.424222
2812,1462,-1464.046577,1097,-1473.474222
2813,1462,-1464.106577,1097,-1473.534222
2814,1462,-1464.156577,1097,-1473.584222
2815,1462,-1464.216577,1097,-1473.644222
2816,1462,-1464.266577,1097,-1473.694222
2817,1462,-1464.326577,1097,-1473.754222
2818,1462,-1464.376577,1097,-1473.804222
2819,1462,-1464.436577,1097,-1473.864222
2820,1462,-1464.486577,1097,-1473.914222
2821,1462,-1464.546577,1097,-1473.974222
2822,1462,-1464.596577,1097,-1474.024222
2823,1462,-1464.646577,1097,-1474.074222
2824,1462,-1464.706577,1097,-1474.134222
2825,1462,-1464.756577,1097,-1474.184222
2826,1462,-1464.816577,1097,-1474.244222
2827,1462,-1464.866577,1097,-1474.294222
2828,1462,-1464.926577,1097,-1474.354222
2829,1462,-1464.976577,1097,-1474.404222
2830,1462,-1465.036577,1097,-1474.464222
2831,1462,-1465.086577,1097,-1474.514222
2832,1462,-1465.146577,1097,-1474.574222
2833,1462,-1465.196577,1097,-1474.624222
2834,1462,-1465.256577,1097,-1474.684222
2835,1462,-1465.306577,1097,-1474.734222
2836,1462,-1465.366577,1097,-1474.794222
2837,1462,-1465.416577,1097,-1474.844222
2838,1462,-1465.476577,1097,-1474.904222
2839,1462,-1465.526577,1097,-1474.954222
2840,1462,-1465.586577,1097,-1475.014222
2841,1462,-1465.636577,1097,-1475.064222
2842,1462,-1465.696577,1097,-1475.124222
2843,1462,-1465.746577,1097,-1475.174222
2844,1462,-1465.806577,1097,-1475.234222
2845,1462,-1465.856577,1097,-1475.284222
2846,1462,-1465.916577,1097,-1475.344222
2847,1462,-1465.966577,1097,-1475.394222
2848,1462,-1466.016577,1097,-1475.444222
2849,1462,-1466.076577,1097,-1475.504222
2850,1462,-1466.126577,1097,-1475.554222
2851,1462,-1466.186577,1097,-1475.614222
2852,1462,-1466.236577,1097,-1475.664222
2853,1462,-1466.296577,1097,-1475.724222
2854,1462,-1466.346577,1097,-1475.774222
2855,1462,-1466.406577,1097,-1475.834222
2856,1462,-1466.456577,1097,-1475.884222
2857,1462,-1466.516577,1097,-1475.944222
2858,1462,-1466.566577,1097,-1475.994222
2859,1462,-1466.626577,1097,-1476.054222
2860,1462,-1466.676577,1097,-1476.104222
2861,1462,-1466.736577,1097,-1476.164222
2862,1462,-1466.786577,1097,-1476.214222
2863,1462,-1466.846577,1097,-1476.274222
2864,1462,-1466.896577,1097,-1476.324222
2865,1462,-1466.956577,1097,-1476.384222
2866,1462,-1467.006577,1097,-1476.434222
2867,1462,-1467.066577,1097,-1476.494222
2868,1462,-1467.116577,1097,-1476.544222
2869,1462,-1467.176577,1097,-1476.604222
2870,1462,-1467.226577,1097,-1476.654222
2871,1462,-1467.286577,1097,-1476.714222
2872,1462,-1467.336577,1097,-1476.764222
2873,1462,-1467.386577,1097,-1476.814222
2874,1462,-1467.446577,1097,-1476.874222
2875,1462,-1467.496577,1097,-1476.924222
2876,1462,-1467.556577,1097,-1476.984222
2877,1462,-1467.606577,1097,-1477.034222
2878,1462,-1467.666577,1097,-1477.094222
2879,1462,-1467.716577,1097,-1477.144222
2880,1462,-1467.776577,1097,-1477.204222
2881,1462,-1467.826577,1097,-1477.254222
2882,1462,-1467.886577,1097,-1477.314222
2883,1462,-1467.936577,1097,-1477.364222
2884,1462,-1467.996577,1097,-1477.424222
2885,1462,-1468.046577,1097,-1477.474222
2886,1462,-1468.106577,1097,-1477.534222
2887,1462,-1468.156577,1097,-1477.584222
2888,1462,-1468.216577,1097,-1477.644222
2889,1462,-1468.266577,1097,-1477.694222
2890,1462,-1468.326577,1097,-1477.754222
2891,1462,-1468.376577,1097,-1477.804222
2892,1462,-1468.436577,1097,-1477.864222
2893,1462,-1468.486577,1097,-1477.914222
2894,1462,-1468.546577,1097,-1477.974222
2895,1462,-1468.596577,1097,-1478.024222
2896,1462,-1468.646577,1097,-1478.074222
2897,1462,-1468.706577,1097,-1478.134222
2898,1462,-1468.756577,1097,-1478.184222
2899,1462,-1468.816577,1097,-1478.244222
2900,1462,-1468.866577,1097,-1478.294222
2901,1462,-1468.926577,1097,-1478.354222
2902,1462,-1468.976577,1097,-1478.404222
2903,1462,-1469.036577,1097,-1478.464222
2904,1462,-1469.086577,1097,-1478.514222
2905,1462,-1469.146577,1097,-1478.574222
2906,1462,-1469.196577,1097,-1478.624222
2907,1462,-1469.256577,1097,-1478.684222
2908,1462,-1469.306577,1097,-1478.734222
2909,1462,-1469.366577,1097,-1478.794222
2910,1462,-1469.416577,1097,-1478.844222
2911,1462,-1469.476577,1097,-1478.904222
2912,1462,-1469.526577,1097,-1478.954222
2913,1462,-1469.586577,1097,-1479.014222
2914,1462,-1469.636577,1097,-1479.064222
2915,1462,-1469.696577,1097,-1479.124222
2916,1462,-1469.746577,1097,-1479.174222
2917,1462,-1469.806577,1097,-1479.234222
2918,1462,-1469.856577,1097,-1479.284222
2919,1462,-1469.916577,1097,-1479.344222
2920,1462,-1469.966577,1097,-1479.394222
2921,1462,-1470.016577,1097,-1479.444222
2922,1462,-1470.076577,1097,-1479.504222
2923,1462,-1470.126577,1097,-1479.554222
2924,1462,-1470.186577,1097,-1479.614222
2925,1462,-1470.236577,1097,-1479.664222
2926,1462,-1470.296577,1097,-1479.724222
2927,1462,-1470.346577,1097,-1479.774222
2928,1462,-1470.406577,1097,-1479.834222
2929,1462,-1470.456577,1097,-1479.884222
2930,1462,-1470.516577,1097,-1479.944222
2931,1462,-1470.566577,1097,-1479.994222
2932,1462,-1470.626577,1097,-1480.054222
2933,1462,-1470.676577,1097,-1480.104222
2934,1462,-1470.736577,1097,-1480.164222
2935,1462,-1470.786577,1097,-1480.214222
2936,1462,-1470.846577,1097,-1480.274222
2937,1462,-1470.896577,1097,-1480.324222
2938,1462,-1470.956577,1097,-1480.384222
2939,1462,-1471.006577,1097,-1480.434222
2940,1462,-1471.066577,1097,-1480.494222
2941,1462,-1471.116577,1097,-1480.544222
2942,1462,-1471.176577,1097,-1480.604222
2943,1462,-1471.226577,1097,-1480.654222
2944,1462,-1471.286577,1097,-1480.714222
2945,1462,-1471.336577,1097,-1480.764222
2946,1462,-1471.386577,1097,-1480.814222
2947,1462,-1471.446577,1097,-1480.874222
2948,1462,-1471.496577,1097,-1480.924222
2949,1462,-1471.556577,1097,-1480.984222
2950,1462,-1471.606577,1097,-1481.034222
2951,1462,-1471.666577,1097,-1481.094222
2952,1462,-1471.716577,1097,-1481.144222
2953,1462,-1471.776577,1097,-1481.204222
2954,1462,-1471.826577,1097,-1481.254222
2955,1462,-1471.886577,1097,-1481.314222
2956,1462,-1471.936577,1097,-1481.364222
2957,1462,-1471.996577,1097,-1481.424222
2958,1462,-1472.046577,1097,-1481.474222
2959,1462,-1472.106577,1097,-1481.534222
2960,1462,-1472.156577,1097,-1481.584222
2961,1462,-1472.216577,1097,-1481.644222
2962,1462,-1472.266577,1097,-1481.694222
2963,1462,-1472.326577,1097,-1481.754222
2964,1462,-1472.376577,1097,-1481.804222
2965,1462,-1472.436577,1097,-1481.864222
2966,1462,-1472.486577,1097,-1481.914222
2967,1462,-1472.546577,1097,-1481.974222
2968,1462,-1472.596577,1097,-1482.024222
2969,1462,-1472.646577,1097,-1482.074222
2970,1462,-1472.706577,1097,-1482.134222
2971,1462,-1472.756577,1097,-1482.184222
2972,1462,-1472.816577,1097,-1482.244222
2973,1462,-1472.866577,1097,-1482.294222
2974,1462,-1472.926577,1097,-1482.354222
2975,1462,-1472.976577,1097,-1482.404222
2976,1462,-1473.036577,1097,-1482.464222
2977,1462,-1473.086577,1097,-1482.514222
2978,1462,-1473.146577,1097,-1482.574222
2979,1462,-1473.196577,1097,-1482.624222
2980,1462,-1473.256577,1097,-1482.684222
2981,1462,-1473.306577,1097,-1482.734222
2982,1462,-1473.366577,1097,-1482.794222
2983,1462,-1473.416577,1097,-1482.844222
2984,1462,-1473.476577,1097,-1482.904222
2985,1462,-1473.526577,1097,-1482.954222
2986,1462,-1473.586577,1097,-1483.014222
2987,1462,-1473.636577,1097,-1483.064222
2988,1462,-1473.696577,1097,-1483.124222
2989,1462,-1473.746577,1097,-1483.174222
2990,1462,-1473.806577,1097,-1483.234222
2991,1462,-1473.856577,1097,-1483.284222
2992,1462,-1473.916577,1097,-1483.344222
2993,1462,-1473.966577,1097,-1483.394222
2994,1462,-1474.016577,1097,-1483.444222
2995,1462,-1474.076577,1097,-1483.504222
2996,1462,-1474.126577,1097,-1483.554222
2997,1462,-1474.186577,1097,-1483.614222
2998,1462,-1474.236577,1097,-1483.664222
2999,1462,-1474.296577,1097,-1483.724222
3000,1462,-1474.346577,1097,-1483.774222
3001,1462,-1474.406577,1097,-1483.834222
3002,1462,-1474.456577,1097,-1483.884222
3003,1462,-1474.516577,1097,-1483.944222
3004,1462,-1474.566577,1097,-1483.994222
3005,1462,-1474.626577,1097,-1484.054222
3006,1462,-1474.676577,1097,-1484.104222
3007,1462,-1474.736577,1097,-1484.164222
3008,1462,-1474.786577,1097,-1484.214222
3009,1462,-1474.846577,1097,-1484.274222
3010,1462,-1474.896577,1097,-1484.324222
3011,1462,-1474.956577,1097,-1484.384222
3012,1462,-1475.046577,1097,-1484.474222
3013,1462,-1475.156577,1097,-1484.584222
3014,1462,-1475.266577,1097,-1484.694222
3015,1462,-1475.376577,1097,-1484.804222
3016,1462,-1475.486577,1097,-1484.914222
3017,1462,-1475.596577,1097,-1485.024222
3018,1462,-1475.706577,1097,-1485.134222
3019,1462,-1475.816577,1097,-1485.244222
3020,1462,-1475.926577,1097,-1485.354222
3021,1462,-1476.036577,1097,-1485.464222
3022,1462,-1476.146577,1097,-1485.574222
3023,1462,-1476.256577,1097,-1485.684222
3024,1462,-1476.366577,1097,-1485.794222
3025,1462,-1476.476577,1097,-1485.904222
3026,1462,-1476.586577,1097,-1486.014222
3027,1462,-1476.696577,1097,-1486.124222
3028,1462,-1476.806577,1097,-1486.234222
3029,1462,-1476.916577,1097,-1486.344222
3030,1462,-1477.016577,1097,-1486.444222
3031,1462,-1477.126577,1097,-1486.554222
3032,1462,-1477.236577,1097,-1486.664222
3033,1462,-1477.346577,1097,-1486.774222
3034,1462,-1477.456577,1097,-1486.884222
3035,1462,-1477.566577,1097,-1486.994222
3036,1462,-1477.676577,1097,-1487.104222
3037,1462,-1477.786577,1097,-1487.214222
3038,1462,-1477.896577,1097,-1487.324222
3039,1462,-1478.006577,1097,-1487.434222
3040,1462,-1478.116577,1097,-1487.544222
3041,1462,-1478.226577,1097,-1487.654222
3042,1462,-1478.336577,1097,-1487.764222
3043,1462,-1478.446577,1097,-1487.874222
3044,1462,-1478.556577,1097,-1487.984222
3045,1462,-1478.666577,1097,-1488.094222
3046,1462,-1478.776577,1097,-1488.204222
3047,1462,-1478.886577,1097,-1488.314222
3048,1462,-1478.996577,1097,-1488.424222
3049,1462,-1479.106577,1097,-1488.534222
3050,1462,-1479.216577,1097,-1488.644222
3051,1462,-1479.326577,1097,-1488.754222
3052,1462,-1479.436577,1097,-1488.864222
3053,1462,-1479.546577,1097,-1488.974222
3054,1462,-1479.646577,1097,-1489.074222
3055,1462,-1479.756577,1097,-1489.184222
3056,1462,-1479.866577,1097,-1489.294222
3057,1462,-1479.976577,1097,-1489.404222
3058,1462,-1480.086577,1097,-1489.514222
3059,1462,-1480.196577,1097,-1489.624222
3060,1462,-1480.306577,1097,-1489.734222
3061,1462,-1480.416577,1097,-1489.844222
3062,1462,-1480.526577,1097,-1489.954222
3063,1462,-1480.636577,1097,-1490.064222
3064,1462,-1480.746577,1097,-1490.174222
3065,1462,-1480.856577,1097,-1490.284222
3066,1462,-1480.966577,1097,-1490.394222
3067,1462,-1481.076577,1097,-1490.504222
3068,1462,-1481.186577,1097,-1490.614222
3069,1462,-1481.296577,1097,-1490.724222
3070,1462,-1481.406577,1097,-1490.834222
3071,1462,-1481.516577,1097,-1490.944222
3072,1462,-1481.626577,1097,-1491.054222
3073,1462,-1481.736577,1097,-1491.164222
3074,1462,-1481.846577,1097,-1491.274222
3075,1462,-1481.956577,1097,-1491.384222
3076,1462,-1482.066577,1097,-1491.494222
3077,1462,-1482.176577,1097,-1491.604222
3078,1462,-1482.286577,1097,-1491.714222
3079,1462,-1482.386577,1097,-1491.814222
3080,1462,-1482.496577,1097,-1491.924222
3081,1462,-1482.606577,1097,-1492.034222
3082,1462,-1482.716577,1097,-1492.144222
3083,1462,-1482.826577,1097,-1492.254222
3084,1462,-1482.936577,1097,-1492.364222
3085,1462,-1483.046577,1097,-1492.474222
3086,1462,-1483.156577,1097,-1492.584222
3087,1462,-1483.266577,1097,-1492.694222
3088,1462,-1483.376577,1097,-1492.804222
3089,1462,-1483.486577,1097,-1492.914222
3090,1462,-1483.596577,1097,-1493.024222
3091,1462,-1483.706577,1097,-1493.134222
3092,1462,-1483.816577,1097,-1493.244222
3093,1462,-1483.926577,1097,-1493.354222
3094,1462,-1484.036577,1097,-1493.464222
3095,1462,-1484.146577,1097,-1493.574222
3096,1462,-1484.256577,1097,-1493.684222
3097,1462,-1484.366577,1097,-1493.794222
3098,1462,-1484.476577,1097,-1493.904222
3099,1462,-1484.586577,1097,-1494.014222
3100,1462,-1484.696577,1097,-1494.124222
3101,1462,-1484.806577,1097,-1494.234222
3102,1462,-1484.916577,1097,-1494.344222
3103,1462,-1484.996577,1097,-1494.424222
3104,1462,-1485.046577,1097,-1494.474222
3105,1462,-1485.106577,1097,-1494.534222
3106,1462,-1485.156577,1097,-1494.584222
3107,1462,-1485.216577,1097,-1494.644222
3108,1462,-1485.266577,1097,-1494.694222
3109,1462,-1485.326577,1097,-1494.754222
3110,1462,-1485.376577,1097,-1494.804222
3111,1462,-1485.436577,1097,-1494.864222
3112,1462,-1485.486577,1097,-1494.914222
3113,1462,-1485.546577,1097,-1494.974222
3114,1462,-1485.596577,1097,-1495.024222
3115,1462,-1485.646577,1097,-1495.074222
3116,1462,-1485.706577,1097,-1495.134222
3117,1462,-1485.756577,1097,-1495.184222
3118,1462,-1485.816577,1097,-1495.244222
3119,1462,-1485.866577,1097,-1495.294222
3120,1462,-1485.926577,1097,-1495.354222
3121,1462,-1485.976577,1097,-1495.404222
3122,1462,-1486.036577,1097,-1495.464222
3123,1462,-1486.086577,1097,-1495.514222
3124,1462,-1486.146577,1097,-1495.574222
3125,1462,-1486.196577,1097,-1495.624222
3126,1462,-1486.256577,1097,-1495.684222
3127,1462,-1486.306577,1097,-1495.734222
3128,1462,-1486.366577,1097,-1495.794222
3129,1462,-1486.416577,1097,-1495.844222
3130,1462,-1486.476577,1097,-1495.904222
3131,1462,-1486.526577,1097,-1495.954222
3132,1462,-1486.586577,1097,-1496.014222
3133,1462,-1486.636577,1097,-1496.064222
3134,1462,-1486.696577,1097,-1496.124222
3135,1462,-1486.746577,1097,-1496.174222
3136,1462,-1486.806577,1097,-1496.234222
3137,1462,-1486.856577,1097,-1496.284222
3138,1462,-1486.916577,1097,-1496.344222
3139,1462,-1486.966577,1097,-1496.394222
3140,1462,-1487.016577,1097,-1496.444222
3141,1462,-1487.076577,1097,-1496.504222
3142,1462,-1487.126577,1097,-1496.554222
3143,1462,-1487.186577,1097,-1496.614222
3144,1462,-1487.236577,1097,-1496.664222
3145,1462,-1487.296577,1097,-1496.724222
3146,1462,-1487.346577,1097,-1496.774222
3147,1462,-1487.406577,1097,-1496.834222
3148,1462,-1487.456577,1097,-1496.884222
3149,1462,-1487.516577,1097,-1496.944222
3150,1462,-1487.566577,1097,-1496.994222
3151,1462,-1487.626577,1097,-1497.054222
3152,1462,-1487.676577,1097,-1497.104222
3153,1462,-1487.736577,1097,-1497.164222
3154,1462,-1487.786577,1097,-1497.214222
3155,1462,-1487.846577,1097,-1497.274222
3156,1462,-1487.896577,1097,-1497.324222
3157,1462,-1487.956577,1097,-1497.384222
3158,1462,-1488.006577,1097,-1497.434222
3159,1462,-1488.066577,1097,-1497.494222
3160,1462,-1488.116577,1097,-1497.544222
3161,1462,-1488.176577,1097,-1497.604222
3162,1462,-1488.226577,1097,-1497.654222
3163,1462,-1488.286577,1097,-1497.714222
3164,1462,-1488.336577,1097,-1497.764222
3165,1462,-1488.386577,1097,-1497.814222
3166,1462,-1488.446577,1097,-1497.874222
3167,1462,-1488.496577,1097,-1497.924222
3168,1462,-1488.556577,1097,-1497.984222
3169,1462,-1488.606577,1097,-1498.034222
3170,1462,-1488.666577,1097,-1498.094222
3171,1462,-1488.716577,1097,-1498.144222
3172,1462,-1488.776577,1097,-1498.204222
3173,1462,-1488.826577,1097,-1498.254222
3174,1462,-1488.886577,1097,-1498.314222
3175,1462,-1488.936577,1097,-1498.364222
3176,1462,-1488.996577,1097,-1498.424222
3177,1462,-1489.046577,1097,-1498.474222
3178,1462,-1489.106577,1097,-1498.534222
3179,1462,-1489.156577,1097,-1498.584222
3180,1462,-1489.216577,1097,-1498.644222
3181,1462,-1489.266577,1097,-1498.694222
3182,1462,-1489.326577,1097,-1498.754222
3183,1462,-1489.376577,1097,-1498.804222
3184,1462,-1489.436577,1097,-1498.864222
3185,1462,-1489.486577,1097,-1498.914222
3186,1462,-1489.546577,1097,-1498.974222
3187,1462,-1489.596577,1097,-1499.024222
3188,1462,-1489.646577,1097,-1499.074222
3189,1462,-1489.706577,1097,-1499.134222
3190,1462,-1489.756577,1097,-1499.184222
3191,1462,-1489.816577,1097,-1499.244222
3192,1462,-1489.866577,1097,-1499.294222
3193,1462,-1489.926577,1097,-1499.354222
3194,1462,-1489.976577,1097,-1499.404222
3195,1462,-1490.036577,1097,-1499.464222
3196,1462,-1490.086577,1097,-1499.514222
3197,1462,-1490.146577,1097,-1499.574222
3198,1462,-1490.196577,1097,-1499.624222
3199,1462,-1490.256577,1097,-1499.684222
3200,1462,-1490.306577,1097,-1499.734222
3201,1462,-1490.366577,1097,-1499.794222
3202,1462,-1490.416577,1097,-1499.844222
3203,1462,-1490.476577,1097,-1499.904222
3204,1462,-1490.526577,1097,-1499.954222
3205,1462,-1490.586577,1097,-1500.014222
3206,1462,-1490.636577,1097,-1500.064222
3207,1462,-1490.696577,1097,-1500.124222
3208,1462,-1490.746577,1097,-1500.174222
3209,1462,-1490.806577,1097,-1500.234222
3210,1462,-1490.856577,1097,-1500.284222
3211,1462,-1490.916577,1097,-1500.344222
3212,1462,-1490.966577,1097,-1500.394222
3213,1462,-1491.016577,1097,-1500.444222
3214,1462,-1491.076577,1097,-1500.504222
3215,1462,-1491.126577,1097,-1500.554222
3216,1462,-1491.186577,1097,-1500.614222
3217,1462,-1491.236577,1097,-1500.664222
3218,1462,-1491.296577,1097,-1500.724222
3219,1462,-1491.346577,1097,-1500.774222
3220,1462,-1491.406577,1097,-1500.834222
3221,1462,-1491.456577,1097,-1500.884222
3222,1462,-1491.516577,1097,-1500.944222
3223,1462,-1491.566577,1097,-1500.994222
3224,1462,-1491.626577,1097,-1501.054222
3225,1462,-1491.676577,1097,-1501.104222
3226,1462,-1491.736577,1097,-1501.164222
3227,1462,-1491.786577,1097,-1501.214222
3228,1462,-1491.846577,1097,-1501.274222
3229,1462,-1491.896577,1097,-1501.324222
3230,1462,-1491.956577,1097,-1501.384222
3231,1462,-1492.006577,1097,-1501.434222
3232,1462,-1492.066577,1097,-1501.494222
3233,1462,-1492.116577,1097,-1501.544222
3234,1462,-1492.176577,1097,-1501.604222
3235,1462,-1492.226577,1097,-1501.654222
3236,1462,-1492.286577,1097,-1501.714222
3237,1462,-1492.336577,1097,-1501.764222
3238,1462,-1492.386577,1097,-1501.814222
3239,1462,-1492.446577,1097,-1501.874222
3240,1462,-1492.496577,1097,-1501.924222
